Entity,Code,Day,p_avg_all_ages,143222-annotations
Guatemala,GTM,2021-06-20,38.61,
Guatemala,GTM,2021-06-27,41.72,
Guatemala,GTM,2021-07-04,32.68,
Guatemala,GTM,2021-07-11,51.57,
Guatemala,GTM,2021-07-18,36.7,
Guatemala,GTM,2021-07-25,77.8,
Guatemala,GTM,2021-08-01,67.45,
Guatemala,GTM,2021-08-08,77.44,
Guatemala,GTM,2021-08-15,78.97,
Guatemala,GTM,2021-08-22,99.69,
Guatemala,GTM,2021-08-29,104.48,
Guatemala,GTM,2021-09-05,128.8,
Guatemala,GTM,2021-09-12,150.61,
Guatemala,GTM,2021-09-19,120.51,
Guatemala,GTM,2021-09-26,139.85,
Hong Kong,HKG,2020-01-31,-4.95,
Hong Kong,HKG,2020-02-29,-9.07,
Hong Kong,HKG,2020-03-31,-1.95,
Hong Kong,HKG,2020-04-30,-4.6,
Hong Kong,HKG,2020-05-31,44.87,
Hong Kong,HKG,2020-06-30,-3.14,
Hong Kong,HKG,2020-07-31,2.17,
Hong Kong,HKG,2020-08-31,17.14,
Hong Kong,HKG,2020-09-30,-0.15,
Hong Kong,HKG,2020-10-31,13.21,
Hong Kong,HKG,2020-11-30,13.38,
Hong Kong,HKG,2020-12-31,3.29,
Hong Kong,HKG,2021-01-31,21.17,
Hong Kong,HKG,2021-02-28,-0.26,
Hong Kong,HKG,2021-03-31,-1.37,
Hungary,HUN,2020-01-05,-9.48,
Hungary,HUN,2020-01-12,-11.42,
Hungary,HUN,2020-01-19,-11.65,
Hungary,HUN,2020-01-26,-9.73,
Hungary,HUN,2020-02-02,-8.32,
Hungary,HUN,2020-02-09,-14.06,
Hungary,HUN,2020-02-16,-7.79,
Hungary,HUN,2020-02-23,-12.54,
Hungary,HUN,2020-03-01,-3.9,
Hungary,HUN,2020-03-08,-7.33,
Hungary,HUN,2020-03-15,-4.84,
Hungary,HUN,2020-03-22,6.29,
Hungary,HUN,2020-03-29,0.02,
Hungary,HUN,2020-04-05,0.69,
Hungary,HUN,2020-04-12,3.91,
Hungary,HUN,2020-04-19,3.24,
Hungary,HUN,2020-04-26,-3.19,
Hungary,HUN,2020-05-03,-4.99,
Hungary,HUN,2020-05-10,-0.98,
Hungary,HUN,2020-05-17,3.27,
Hungary,HUN,2020-05-24,-7.29,
Hungary,HUN,2020-05-31,-4.18,
Hungary,HUN,2020-06-07,6.05,
Hungary,HUN,2020-06-14,-0.17,
Hungary,HUN,2020-06-21,-8.09,
Hungary,HUN,2020-06-28,3.45,
Hungary,HUN,2020-07-05,4.42,
Hungary,HUN,2020-07-12,-4.91,
Hungary,HUN,2020-07-19,-7.42,
Hungary,HUN,2020-07-26,-9.55,
Hungary,HUN,2020-08-02,2.28,
Hungary,HUN,2020-08-09,1.15,
Hungary,HUN,2020-08-16,-1.67,
Hungary,HUN,2020-08-23,1.5,
Hungary,HUN,2020-08-30,-3.95,
Hungary,HUN,2020-09-06,-0.12,
Hungary,HUN,2020-09-13,2.71,
Hungary,HUN,2020-09-20,6.74,
Hungary,HUN,2020-09-27,4.31,
Hungary,HUN,2020-10-04,6.69,
Hungary,HUN,2020-10-11,4.53,
Hungary,HUN,2020-10-18,13.6,
Hungary,HUN,2020-10-25,23.86,
Hungary,HUN,2020-11-01,33.48,
Hungary,HUN,2020-11-08,47.65,
Hungary,HUN,2020-11-15,65.3,
Hungary,HUN,2020-11-22,60.07,
Hungary,HUN,2020-11-29,65.59,
Hungary,HUN,2020-12-06,61.88,
Hungary,HUN,2020-12-13,59.9,
Hungary,HUN,2020-12-20,41.52,
Hungary,HUN,2020-12-27,40.07,
Hungary,HUN,2021-01-03,29.58,
Hungary,HUN,2021-01-10,11.6,
Hungary,HUN,2021-01-17,9.82,
Hungary,HUN,2021-01-24,3.98,
Hungary,HUN,2021-01-31,-5.16,
Hungary,HUN,2021-02-07,-5.5,
Hungary,HUN,2021-02-14,-6.11,
Hungary,HUN,2021-02-21,-1.89,
Hungary,HUN,2021-02-28,7.15,
Hungary,HUN,2021-03-07,13,
Hungary,HUN,2021-03-14,35.35,
Hungary,HUN,2021-03-21,58.9,
Hungary,HUN,2021-03-28,73.38,
Hungary,HUN,2021-04-04,74.91,
Hungary,HUN,2021-04-11,64.86,
Hungary,HUN,2021-04-18,42.4,
Hungary,HUN,2021-04-25,33.57,
Hungary,HUN,2021-05-02,21.63,
Hungary,HUN,2021-05-09,14.66,
Hungary,HUN,2021-05-16,9.91,
Hungary,HUN,2021-05-23,5.11,
Hungary,HUN,2021-05-30,1.99,
Hungary,HUN,2021-06-06,5,
Hungary,HUN,2021-06-13,4.46,
Hungary,HUN,2021-06-20,2.88,
Hungary,HUN,2021-06-27,18.44,
Hungary,HUN,2021-07-04,8.32,
Hungary,HUN,2021-07-11,5.54,
Hungary,HUN,2021-07-18,4.69,
Hungary,HUN,2021-07-25,-8.17,
Hungary,HUN,2021-08-01,3.81,
Hungary,HUN,2021-08-08,-6.17,
Hungary,HUN,2021-08-15,1.8,
Hungary,HUN,2021-08-22,-4.58,
Hungary,HUN,2021-08-29,0.4,
Hungary,HUN,2021-09-05,-1.25,
Hungary,HUN,2021-09-12,6.04,
Hungary,HUN,2021-09-19,4.87,
Iceland,ISL,2020-01-05,24.45,
Iceland,ISL,2020-01-12,15.06,
Iceland,ISL,2020-01-19,17.12,
Iceland,ISL,2020-01-26,23.32,
Iceland,ISL,2020-02-02,-14.47,
Iceland,ISL,2020-02-09,-1.67,
Iceland,ISL,2020-02-16,3.81,
Iceland,ISL,2020-02-23,3.9,
Iceland,ISL,2020-03-01,-1.38,
Iceland,ISL,2020-03-08,10.36,
Iceland,ISL,2020-03-15,-7.08,
Iceland,ISL,2020-03-22,-6.25,
Iceland,ISL,2020-03-29,-11.02,
Iceland,ISL,2020-04-05,15.21,
Iceland,ISL,2020-04-12,10.36,
Iceland,ISL,2020-04-19,23.46,
Iceland,ISL,2020-04-26,-21.17,
Iceland,ISL,2020-05-03,9.45,
Iceland,ISL,2020-05-10,-11.06,
Iceland,ISL,2020-05-17,-2.84,
Iceland,ISL,2020-05-24,14.68,
Iceland,ISL,2020-05-31,17.37,
Iceland,ISL,2020-06-07,-24.44,
Iceland,ISL,2020-06-14,1.01,
Iceland,ISL,2020-06-21,-17.11,
Iceland,ISL,2020-06-28,-27.66,
Iceland,ISL,2020-07-05,-18.6,
Iceland,ISL,2020-07-12,20.42,
Iceland,ISL,2020-07-19,7.14,
Iceland,ISL,2020-07-26,-22.22,
Iceland,ISL,2020-08-02,-2.78,
Iceland,ISL,2020-08-09,-4.64,
Iceland,ISL,2020-08-16,10.26,
Iceland,ISL,2020-08-23,-22.02,
Iceland,ISL,2020-08-30,-21.79,
Iceland,ISL,2020-09-06,40.31,
Iceland,ISL,2020-09-13,-5.66,
Iceland,ISL,2020-09-20,10.58,
Iceland,ISL,2020-09-27,-26,
Iceland,ISL,2020-10-04,-10.38,
Iceland,ISL,2020-10-11,25,
Iceland,ISL,2020-10-18,11.37,
Iceland,ISL,2020-10-25,8.7,
Iceland,ISL,2020-11-01,32.85,
Iceland,ISL,2020-11-08,30.21,
Iceland,ISL,2020-11-15,14.89,
Iceland,ISL,2020-11-22,1.81,
Iceland,ISL,2020-11-29,-20.45,
Iceland,ISL,2020-12-06,-6.7,
Iceland,ISL,2020-12-13,9,
Iceland,ISL,2020-12-20,-1.83,
Iceland,ISL,2020-12-27,26.19,
Iceland,ISL,2021-01-03,9.52,
Iceland,ISL,2021-01-10,-1.75,
Iceland,ISL,2021-01-17,19.25,
Iceland,ISL,2021-01-24,8.11,
Iceland,ISL,2021-01-31,-5.83,
Iceland,ISL,2021-02-07,-7.89,
Iceland,ISL,2021-02-14,-3.77,
Iceland,ISL,2021-02-21,16.53,
Iceland,ISL,2021-02-28,-0.43,
Iceland,ISL,2021-03-07,5.5,
Iceland,ISL,2021-03-14,-9.91,
Iceland,ISL,2021-03-21,-7.08,
Iceland,ISL,2021-03-28,-11.06,
Iceland,ISL,2021-04-04,10.17,
Iceland,ISL,2021-04-11,-7.83,
Iceland,ISL,2021-04-18,21.62,
Iceland,ISL,2021-04-25,-7.41,
Iceland,ISL,2021-05-02,5.86,
Iceland,ISL,2021-05-09,31.84,
Iceland,ISL,2021-05-16,-3.85,
Iceland,ISL,2021-05-23,-7.58,
Iceland,ISL,2021-05-30,-19.72,
Iceland,ISL,2021-06-06,-13.15,
Iceland,ISL,2021-06-13,-2.22,
Iceland,ISL,2021-06-20,28.79,
Iceland,ISL,2021-06-27,17.65,
Iceland,ISL,2021-07-04,-4.26,
Iceland,ISL,2021-07-11,0,
Iceland,ISL,2021-07-18,23.04,
Iceland,ISL,2021-07-25,-3.06,
Iceland,ISL,2021-08-01,24.44,
Iceland,ISL,2021-08-08,25,
Iceland,ISL,2021-08-15,21.13,
Iran,IRN,2020-01-05,-1.82,
Iran,IRN,2020-01-12,-2.5,
Iran,IRN,2020-01-19,-1.3,
Iran,IRN,2020-01-26,-3.52,
Iran,IRN,2020-02-02,-2.31,
Iran,IRN,2020-02-09,8.59,
Iran,IRN,2020-02-16,1.11,
Iran,IRN,2020-02-23,8.05,
Iran,IRN,2020-03-01,8,
Iran,IRN,2020-03-08,19.58,
Iran,IRN,2020-03-15,46.19,
Iran,IRN,2020-03-22,83.77,
Iran,IRN,2020-03-29,18.88,
Iran,IRN,2020-04-05,20.39,
Iran,IRN,2020-04-12,35.96,
Iran,IRN,2020-04-19,33.89,
Iran,IRN,2020-04-26,18.95,
Iran,IRN,2020-05-03,21.42,
Iran,IRN,2020-05-10,11.68,
Iran,IRN,2020-05-17,10.71,
Iran,IRN,2020-05-24,12.06,
Iran,IRN,2020-05-31,7.75,
Iran,IRN,2020-06-07,31.82,
Iran,IRN,2020-06-14,32.71,
Iran,IRN,2020-06-21,26.74,
Iran,IRN,2020-06-28,48.41,
Iran,IRN,2020-07-05,40.69,
Iran,IRN,2020-07-12,43.18,
Iran,IRN,2020-07-19,49.61,
Iran,IRN,2020-07-26,51.11,
Iran,IRN,2020-08-02,64.54,
Iran,IRN,2020-08-09,58.67,
Iran,IRN,2020-08-16,47.53,
Iran,IRN,2020-08-23,46.76,
Iran,IRN,2020-08-30,37.01,
Iran,IRN,2020-09-06,24.23,
Iran,IRN,2020-09-13,46.09,
Iran,IRN,2020-09-20,38.41,
Iran,IRN,2020-09-27,34.28,
Iran,IRN,2020-10-04,47.58,
Iran,IRN,2020-10-11,50.87,
Iran,IRN,2020-10-18,67.6,
Iran,IRN,2020-10-25,64.26,
Iran,IRN,2020-11-01,90.1,
Iran,IRN,2020-11-08,96.69,
Iran,IRN,2020-11-15,105.87,
Iran,IRN,2020-11-22,95.86,
Iran,IRN,2020-11-29,79.53,
Iran,IRN,2020-12-06,55.62,
Iran,IRN,2020-12-13,43.06,
Iran,IRN,2020-12-20,34.95,
Iran,IRN,2020-12-27,19.09,
Iran,IRN,2021-01-03,13.62,
Iran,IRN,2021-01-10,11.41,
Iran,IRN,2021-01-17,11.76,
Iran,IRN,2021-01-24,10.65,
Iran,IRN,2021-01-31,14.78,
Iran,IRN,2021-02-07,10.59,
Iran,IRN,2021-02-14,6.67,
Iran,IRN,2021-02-21,17.42,
Iran,IRN,2021-02-28,10.08,
Iran,IRN,2021-03-07,18.62,
Iran,IRN,2021-03-14,16.3,
Iran,IRN,2021-03-21,28.15,
Iran,IRN,2021-03-28,-0.27,
Iran,IRN,2021-04-04,33.35,
Iran,IRN,2021-04-11,58.74,
Iran,IRN,2021-04-18,47.66,
Iran,IRN,2021-04-25,75.49,
Iran,IRN,2021-05-02,75.61,
Iran,IRN,2021-05-09,62.72,
Iran,IRN,2021-05-16,59.17,
Iran,IRN,2021-05-23,66.62,
Iran,IRN,2021-05-30,52.9,
Iran,IRN,2021-06-06,45.33,
Iran,IRN,2021-06-13,53.89,
Iran,IRN,2021-06-20,30.28,
Iran,IRN,2021-06-27,29.83,
Iran,IRN,2021-07-04,34.91,
Iran,IRN,2021-07-11,29.27,
Iran,IRN,2021-07-18,39.72,
Iran,IRN,2021-07-25,34.89,
Iran,IRN,2021-08-01,66.23,
Iran,IRN,2021-08-08,88.95,
Iran,IRN,2021-08-15,88.64,
Iran,IRN,2021-08-22,122.86,
Iran,IRN,2021-08-29,179.12,
Iran,IRN,2021-09-05,137.1,
Iran,IRN,2021-09-12,127.52,
Iran,IRN,2021-09-19,110.03,
Iran,IRN,2021-09-26,83.19,
Iran,IRN,2021-10-03,53.69,
Iran,IRN,2021-10-10,43.58,
Ireland,IRL,2020-01-31,-7.99,
Ireland,IRL,2020-02-29,-1.79,
Ireland,IRL,2020-03-31,2.26,
Ireland,IRL,2020-04-30,39.88,
Ireland,IRL,2020-05-31,6.06,
Ireland,IRL,2020-06-30,-3.4,
Ireland,IRL,2020-07-31,-1.26,
Ireland,IRL,2020-08-31,3.28,
Ireland,IRL,2020-09-30,1.32,
Ireland,IRL,2020-10-31,7.59,
Ireland,IRL,2020-11-30,-0.96,
Ireland,IRL,2020-12-31,-3.66,
Ireland,IRL,2021-01-31,22.28,
Ireland,IRL,2021-02-28,17.07,
Ireland,IRL,2021-03-31,-5.74,
Ireland,IRL,2021-04-30,1.36,
Ireland,IRL,2021-05-31,4.98,
Ireland,IRL,2021-06-30,1.42,
Israel,ISR,2020-01-05,7.97,
Israel,ISR,2020-01-12,-4.19,
Israel,ISR,2020-01-19,6.35,
Israel,ISR,2020-01-26,-4.59,
Israel,ISR,2020-02-02,-6.16,
Israel,ISR,2020-02-09,-10.27,
Israel,ISR,2020-02-16,-2.29,
Israel,ISR,2020-02-23,0.47,
Israel,ISR,2020-03-01,-5.83,
Israel,ISR,2020-03-08,-1.06,
Israel,ISR,2020-03-15,4.66,
Israel,ISR,2020-03-22,3.48,
Israel,ISR,2020-03-29,10.57,
Israel,ISR,2020-04-05,18.44,
Israel,ISR,2020-04-12,5.05,
Israel,ISR,2020-04-19,12.54,
Israel,ISR,2020-04-26,5.73,
Israel,ISR,2020-05-03,1.86,
Israel,ISR,2020-05-10,4.87,
Israel,ISR,2020-05-17,5.72,
Israel,ISR,2020-05-24,20.31,
Israel,ISR,2020-05-31,6.22,
Israel,ISR,2020-06-07,4.62,
Israel,ISR,2020-06-14,4.25,
Israel,ISR,2020-06-21,3.69,
Israel,ISR,2020-06-28,2.66,
Israel,ISR,2020-07-05,1.27,
Israel,ISR,2020-07-12,10.33,
Israel,ISR,2020-07-19,10.41,
Israel,ISR,2020-07-26,3.42,
Israel,ISR,2020-08-02,22.52,
Israel,ISR,2020-08-09,9.47,
Israel,ISR,2020-08-16,23.01,
Israel,ISR,2020-08-23,17.59,
Israel,ISR,2020-08-30,15.52,
Israel,ISR,2020-09-06,16.68,
Israel,ISR,2020-09-13,26.34,
Israel,ISR,2020-09-20,30.02,
Israel,ISR,2020-09-27,31.44,
Israel,ISR,2020-10-04,28.63,
Israel,ISR,2020-10-11,39.6,
Israel,ISR,2020-10-18,31.39,
Israel,ISR,2020-10-25,27.93,
Israel,ISR,2020-11-01,12.1,
Israel,ISR,2020-11-08,8.49,
Israel,ISR,2020-11-15,-4.5,
Israel,ISR,2020-11-22,11.06,
Israel,ISR,2020-11-29,3.49,
Israel,ISR,2020-12-06,7.02,
Israel,ISR,2020-12-13,2.77,
Israel,ISR,2020-12-20,7.86,
Israel,ISR,2020-12-27,4.29,
Israel,ISR,2021-01-03,16.71,
Israel,ISR,2021-01-10,19.74,
Israel,ISR,2021-01-17,19.43,
Israel,ISR,2021-01-24,23.57,
Israel,ISR,2021-01-31,23.43,
Israel,ISR,2021-02-07,18.37,
Israel,ISR,2021-02-14,12.55,
Israel,ISR,2021-02-21,10.17,
Israel,ISR,2021-02-28,2.4,
Israel,ISR,2021-03-07,2.39,
Israel,ISR,2021-03-14,10.85,
Israel,ISR,2021-03-21,15.18,
Israel,ISR,2021-03-28,15.53,
Israel,ISR,2021-04-04,3.49,
Israel,ISR,2021-04-11,15.91,
Israel,ISR,2021-04-18,11.03,
Israel,ISR,2021-04-25,6.23,
Israel,ISR,2021-05-02,5.02,
Israel,ISR,2021-05-09,5.42,
Israel,ISR,2021-05-16,10.87,
Israel,ISR,2021-05-23,9.71,
Israel,ISR,2021-05-30,4.66,
Israel,ISR,2021-06-06,1.27,
Israel,ISR,2021-06-13,1.39,
Israel,ISR,2021-06-20,7.04,
Israel,ISR,2021-06-27,13.25,
Israel,ISR,2021-07-04,10.04,
Israel,ISR,2021-07-11,8.28,
Israel,ISR,2021-07-18,-1.53,
Israel,ISR,2021-07-25,18.33,
Israel,ISR,2021-08-01,11.77,
Israel,ISR,2021-08-08,22.78,
Israel,ISR,2021-08-15,29.37,
Israel,ISR,2021-08-22,34.62,
Israel,ISR,2021-08-29,30.35,
Israel,ISR,2021-09-05,34.41,
Israel,ISR,2021-09-12,17.46,
Israel,ISR,2021-09-19,12.83,
Italy,ITA,2020-01-05,-12.65,
Italy,ITA,2020-01-12,-11.18,
Italy,ITA,2020-01-19,-9.43,
Italy,ITA,2020-01-26,-6.56,
Italy,ITA,2020-02-02,-6.5,
Italy,ITA,2020-02-09,-5.94,
Italy,ITA,2020-02-16,-4.14,
Italy,ITA,2020-02-23,-5.1,
Italy,ITA,2020-03-01,-1.43,
Italy,ITA,2020-03-08,8.14,
Italy,ITA,2020-03-15,37.79,
Italy,ITA,2020-03-22,72.25,
Italy,ITA,2020-03-29,84.9,
Italy,ITA,2020-04-05,68.31,
Italy,ITA,2020-04-12,55.41,
Italy,ITA,2020-04-19,39.61,
Italy,ITA,2020-04-26,24.63,
Italy,ITA,2020-05-03,13.08,
Italy,ITA,2020-05-10,8.31,
Italy,ITA,2020-05-17,5.96,
Italy,ITA,2020-05-24,0.32,
Italy,ITA,2020-05-31,-1.79,
Italy,ITA,2020-06-07,-2.63,
Italy,ITA,2020-06-14,-5.71,
Italy,ITA,2020-06-21,-0.88,
Italy,ITA,2020-06-28,6.94,
Italy,ITA,2020-07-05,7.32,
Italy,ITA,2020-07-12,-2.63,
Italy,ITA,2020-07-19,-5.49,
Italy,ITA,2020-07-26,-4.81,
Italy,ITA,2020-08-02,7.3,
Italy,ITA,2020-08-09,-0.79,
Italy,ITA,2020-08-16,8.87,
Italy,ITA,2020-08-23,8.37,
Italy,ITA,2020-08-30,7.44,
Italy,ITA,2020-09-06,4.61,
Italy,ITA,2020-09-13,7.41,
Italy,ITA,2020-09-20,7.98,
Italy,ITA,2020-09-27,1.39,
Italy,ITA,2020-10-04,6.56,
Italy,ITA,2020-10-11,3.69,
Italy,ITA,2020-10-18,9.02,
Italy,ITA,2020-10-25,22.78,
Italy,ITA,2020-11-01,34.96,
Italy,ITA,2020-11-08,45.62,
Italy,ITA,2020-11-15,54.06,
Italy,ITA,2020-11-22,54.59,
Italy,ITA,2020-11-29,55.03,
Italy,ITA,2020-12-06,43.43,
Italy,ITA,2020-12-13,35,
Italy,ITA,2020-12-20,27.26,
Italy,ITA,2020-12-27,12.44,
Italy,ITA,2021-01-03,16.1,
Italy,ITA,2021-01-10,7.24,
Italy,ITA,2021-01-17,5.92,
Italy,ITA,2021-01-24,9.38,
Italy,ITA,2021-01-31,7.61,
Italy,ITA,2021-02-07,3.75,
Italy,ITA,2021-02-14,-1.91,
Italy,ITA,2021-02-21,3.68,
Italy,ITA,2021-02-28,1.85,
Italy,ITA,2021-03-07,4.63,
Italy,ITA,2021-03-14,10.42,
Italy,ITA,2021-03-21,15.87,
Italy,ITA,2021-03-28,23.65,
Italy,ITA,2021-04-04,23.06,
Italy,ITA,2021-04-11,19.63,
Italy,ITA,2021-04-18,16.95,
Italy,ITA,2021-04-25,17.98,
Italy,ITA,2021-05-02,12.92,
Italy,ITA,2021-05-09,6.82,
Italy,ITA,2021-05-16,3.74,
Italy,ITA,2021-05-23,4.48,
Italy,ITA,2021-05-30,2.16,
Italy,ITA,2021-06-06,3.45,
Italy,ITA,2021-06-13,0.6,
Italy,ITA,2021-06-20,-0.4,
Italy,ITA,2021-06-27,10.58,
Italy,ITA,2021-07-04,5.64,
Italy,ITA,2021-07-11,-0.09,
Italy,ITA,2021-07-18,-5.3,
Italy,ITA,2021-07-25,-1.43,
Italy,ITA,2021-08-01,-13.63,
Jamaica,JAM,2020-01-31,-5.7,
Jamaica,JAM,2020-02-29,-8.28,
Jamaica,JAM,2020-03-31,-7.05,
Jamaica,JAM,2020-04-30,-0.22,
Jamaica,JAM,2020-05-31,-4.27,
Jamaica,JAM,2020-06-30,-1.07,
Jamaica,JAM,2020-07-31,-4.42,
Jamaica,JAM,2020-08-31,8.42,
Jamaica,JAM,2020-09-30,11.67,
Jamaica,JAM,2020-10-31,7.61,
Jamaica,JAM,2020-11-30,6.21,
Japan,JPN,2020-01-31,-1.19,
Japan,JPN,2020-02-29,0.65,
Japan,JPN,2020-03-31,1.18,
Japan,JPN,2020-04-30,4.9,
Japan,JPN,2020-05-31,2.53,
Japan,JPN,2020-06-30,2.76,
Japan,JPN,2020-07-31,1.91,
Japan,JPN,2020-08-31,6.19,
Japan,JPN,2020-09-30,5,
Japan,JPN,2020-10-31,6.42,
Japan,JPN,2020-11-30,3.99,
Japan,JPN,2020-12-31,8.27,
Japan,JPN,2021-01-31,4.94,
Japan,JPN,2021-02-28,2.35,
Japan,JPN,2021-03-31,4.93,
Japan,JPN,2021-04-30,9.35,
Japan,JPN,2021-05-31,12.23,
Japan,JPN,2021-06-30,11.27,
Japan,JPN,2021-07-31,9.08,
Kazakhstan,KAZ,2020-01-31,-2.64,
Kazakhstan,KAZ,2020-02-29,3.43,
Kazakhstan,KAZ,2020-03-31,-22.41,
Kazakhstan,KAZ,2020-04-30,-59.77,
Kazakhstan,KAZ,2020-05-31,29.3,
Kazakhstan,KAZ,2020-06-30,38.68,
Kazakhstan,KAZ,2020-07-31,143.82,
Kazakhstan,KAZ,2020-08-31,70.07,
Kazakhstan,KAZ,2020-09-30,29.88,
Kazakhstan,KAZ,2020-10-31,13.26,
Kazakhstan,KAZ,2020-11-30,16.43,
Kazakhstan,KAZ,2020-12-31,22.69,
Kazakhstan,KAZ,2021-01-31,2.38,
Kazakhstan,KAZ,2021-02-28,6.72,
Kazakhstan,KAZ,2021-03-31,13.73,
Kazakhstan,KAZ,2021-04-30,20.65,
Kazakhstan,KAZ,2021-05-31,27.89,
Kazakhstan,KAZ,2021-06-30,19.71,
Kazakhstan,KAZ,2021-07-31,44.5,
Kazakhstan,KAZ,2021-08-31,132.12,
Kosovo,OWID_KOS,2020-01-31,9.6,
Kosovo,OWID_KOS,2020-02-29,-2.89,
Kosovo,OWID_KOS,2020-03-31,3.56,
Kosovo,OWID_KOS,2020-04-30,-35.73,
Kosovo,OWID_KOS,2020-05-31,2.53,
Kosovo,OWID_KOS,2020-06-30,-16.49,
Kosovo,OWID_KOS,2020-07-31,67.01,
Kosovo,OWID_KOS,2020-08-31,77.11,
Kosovo,OWID_KOS,2020-09-30,72.29,
Kosovo,OWID_KOS,2020-10-31,22.54,
Kosovo,OWID_KOS,2020-11-30,48.68,
Kosovo,OWID_KOS,2020-12-31,38.35,
Kosovo,OWID_KOS,2021-01-31,39.33,
Kosovo,OWID_KOS,2021-02-28,54.72,
Kosovo,OWID_KOS,2021-03-31,46.68,
Kosovo,OWID_KOS,2021-04-30,65.82,
Kosovo,OWID_KOS,2021-05-31,34.82,
Kosovo,OWID_KOS,2021-06-30,50.29,
Kyrgyzstan,KGZ,2020-01-31,1.04,
Kyrgyzstan,KGZ,2020-02-29,10.4,
Kyrgyzstan,KGZ,2020-03-31,-14.58,
Kyrgyzstan,KGZ,2020-04-30,-53.64,
Kyrgyzstan,KGZ,2020-05-31,3.53,
Kyrgyzstan,KGZ,2020-06-30,34.11,
Kyrgyzstan,KGZ,2020-07-31,38.38,
Kyrgyzstan,KGZ,2020-08-31,70.98,
Kyrgyzstan,KGZ,2020-09-30,32.68,
Kyrgyzstan,KGZ,2020-10-31,21.97,
Kyrgyzstan,KGZ,2020-11-30,48.61,
Kyrgyzstan,KGZ,2020-12-31,37.23,
Kyrgyzstan,KGZ,2021-01-31,-2.05,
Kyrgyzstan,KGZ,2021-02-28,-0.22,
Kyrgyzstan,KGZ,2021-03-31,12.12,
Kyrgyzstan,KGZ,2021-04-30,11.01,
Kyrgyzstan,KGZ,2021-05-31,1.72,
Kyrgyzstan,KGZ,2021-06-30,27.18,
Kyrgyzstan,KGZ,2021-07-31,31.19,
Kyrgyzstan,KGZ,2021-08-31,42.48,
Latvia,LVA,2020-01-05,-1.47,
Latvia,LVA,2020-01-12,-4.59,
Latvia,LVA,2020-01-19,-14.87,
Latvia,LVA,2020-01-26,-9.7,
Latvia,LVA,2020-02-02,-7.53,
Latvia,LVA,2020-02-09,-9.18,
Latvia,LVA,2020-02-16,-10.04,
Latvia,LVA,2020-02-23,-13.06,
Latvia,LVA,2020-03-01,-16.88,
Latvia,LVA,2020-03-08,-18.28,
Latvia,LVA,2020-03-15,-7.51,
Latvia,LVA,2020-03-22,-9.57,
Latvia,LVA,2020-03-29,-10.74,
Latvia,LVA,2020-04-05,-1.99,
Latvia,LVA,2020-04-12,-1.46,
Latvia,LVA,2020-04-19,-6.85,
Latvia,LVA,2020-04-26,1.39,
Latvia,LVA,2020-05-03,2.23,
Latvia,LVA,2020-05-10,-16.3,
Latvia,LVA,2020-05-17,10.59,
Latvia,LVA,2020-05-24,3.07,
Latvia,LVA,2020-05-31,-3.8,
Latvia,LVA,2020-06-07,0.44,
Latvia,LVA,2020-06-14,8.82,
Latvia,LVA,2020-06-21,-2.87,
Latvia,LVA,2020-06-28,12.09,
Latvia,LVA,2020-07-05,4.03,
Latvia,LVA,2020-07-12,-6.98,
Latvia,LVA,2020-07-19,-0.87,
Latvia,LVA,2020-07-26,-0.56,
Latvia,LVA,2020-08-02,-0.4,
Latvia,LVA,2020-08-09,4.86,
Latvia,LVA,2020-08-16,6.12,
Latvia,LVA,2020-08-23,6.77,
Latvia,LVA,2020-08-30,-1.58,
Latvia,LVA,2020-09-06,1.05,
Latvia,LVA,2020-09-13,-4.37,
Latvia,LVA,2020-09-20,-3.56,
Latvia,LVA,2020-09-27,1.17,
Latvia,LVA,2020-10-04,1.08,
Latvia,LVA,2020-10-11,-2.76,
Latvia,LVA,2020-10-18,3.69,
Latvia,LVA,2020-10-25,10.2,
Latvia,LVA,2020-11-01,3.67,
Latvia,LVA,2020-11-08,9.03,
Latvia,LVA,2020-11-15,8.33,
Latvia,LVA,2020-11-22,11.73,
Latvia,LVA,2020-11-29,15,
Latvia,LVA,2020-12-06,22.12,
Latvia,LVA,2020-12-13,29.41,
Latvia,LVA,2020-12-20,23.85,
Latvia,LVA,2020-12-27,40.41,
Latvia,LVA,2021-01-03,27.23,
Latvia,LVA,2021-01-10,36.6,
Latvia,LVA,2021-01-17,31.58,
Latvia,LVA,2021-01-24,24.76,
Latvia,LVA,2021-01-31,26.59,
Latvia,LVA,2021-02-07,24.67,
Latvia,LVA,2021-02-14,18.37,
Latvia,LVA,2021-02-21,12.08,
Latvia,LVA,2021-02-28,5.67,
Latvia,LVA,2021-03-07,-5.59,
Latvia,LVA,2021-03-14,-2.8,
Latvia,LVA,2021-03-21,5.46,
Latvia,LVA,2021-03-28,-4.44,
Latvia,LVA,2021-04-04,-0.17,
Latvia,LVA,2021-04-11,-5.94,
Latvia,LVA,2021-04-18,2.02,
Latvia,LVA,2021-04-25,7.83,
Latvia,LVA,2021-05-02,13.84,
Latvia,LVA,2021-05-09,16.92,
Latvia,LVA,2021-05-16,19.55,
Latvia,LVA,2021-05-23,13.79,
Latvia,LVA,2021-05-30,7.28,
Latvia,LVA,2021-06-06,6.27,
Latvia,LVA,2021-06-13,26.09,
Latvia,LVA,2021-06-20,7.57,
Latvia,LVA,2021-06-27,33.98,
