Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Europe & Central Asia (excluding high income),ECA,76796379050
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Europe & Central Asia (IDA & IBRD countries),TEC,92365431316
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,European Union,EUU,3.1317E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Fragile and conflict affected situations,FCS,20328801294
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Heavily indebted poor countries (HIPC),HPC,26540130150
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,High income,HIC,1.1567E+12
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IBRD only,IBD,5.71269E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IDA & IBRD total,IBT,6.17402E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IDA blend,IDB,14004836228
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IDA only,IDX,32128648398
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IDA total,IDA,46133484626
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Late-demographic dividend,LTE,3.97139E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Latin America & Caribbean,LCN,2.21997E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Latin America & Caribbean (excluding high income),LAC,1.47218E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1.6246E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Least developed countries: UN classification,LDC,18477926311
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Low & middle income,LMY,5.86463E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Low income,LIC,11947403138
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lower middle income,LMC,1.5122E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Middle East & North Africa,MEA,58046989896
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Middle East & North Africa (excluding high income),MNA,14329183153
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Middle East & North Africa (IDA & IBRD countries),TMN,14207549665
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Middle income,MIC,5.74515E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,North America,NAC,3.96723E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Not classified,INX,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,OECD members,OED,9.04598E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Other small states,OSS,35994756044
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Pacific island small states,PSS,418524414.6
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Post-demographic dividend,PST,1.04458E+12
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Pre-demographic dividend,PRE,13482264061
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Small states,SST,40143164990
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,South Asia,SAS,56693996602
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,South Asia (IDA & IBRD),TSA,56693996602
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sub-Saharan Africa,SSF,31377914144
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sub-Saharan Africa (excluding high income),SSA,31124033584
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sub-Saharan Africa (IDA & IBRD countries),TSS,31377914144
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Upper middle income,UMC,4.23295E+11
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,World,WLD,1.7441E+12
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Afghanistan,AFG,112.6241336
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Albania,ALB,9.953783698
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Algeria,DZA,4.081475874
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,American Samoa,ASM,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Andorra,AND,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Angola,AGO,1.556623267
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Antigua and Barbuda,ATG,282.5516196
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Argentina,ARG,0.406108657
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Armenia,ARM,141.9096046
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Aruba,ABW,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Australia,AUS,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Austria,AUT,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Azerbaijan,AZE,12.06869393
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,"Bahamas, The",BHS,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Bahrain,BHR,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Bangladesh,BGD,27.4928262
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Barbados,BRB,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Belarus,BLR,22.74723196
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Belgium,BEL,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Belize,BLZ,96.47727263
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Benin,BEN,51.02977006
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Bermuda,BMU,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Bhutan,BTN,237.7295637
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Bolivia,BOL,62.20130812
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Bosnia and Herzegovina,BIH,140.7180525
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Botswana,BWA,29.89100618
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Brazil,BRA,1.375174946
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,British Virgin Islands,VGB,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Brunei Darussalam,BRN,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Bulgaria,BGR,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Burkina Faso,BFA,56.53208045
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Burundi,BDI,51.07636872
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Cabo Verde,CPV,277.377719
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Cambodia,KHM,59.68929126
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Cameroon,CMR,51.59993823
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Canada,CAN,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Cayman Islands,CYM,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Central African Republic,CAF,158.8664992
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Chad,TCD,44.33782026
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Channel Islands,CHI,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Chile,CHL,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,China,CHN,-0.422103204
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Colombia,COL,17.92908154
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Comoros,COM,91.95067037
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,"Congo, Dem. Rep.",COD,34.86012477
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,"Congo, Rep.",COG,34.80529041
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Costa Rica,CRI,11.8393811
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Cote d'Ivoire,CIV,46.71037887
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Croatia,HRV,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Cuba,CUB,44.08706128
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Curacao,CUW,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Cyprus,CYP,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Czech Republic,CZE,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Denmark,DNK,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Djibouti,DJI,279.8809017
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Dominica,DMA,715.658414
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Dominican Republic,DOM,12.51890686
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Ecuador,ECU,30.22104027
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,"Egypt, Arab Rep.",EGY,17.33861266
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,El Salvador,SLV,47.35998244
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Equatorial Guinea,GNQ,47.24988952
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Eritrea,ERI,79.18808341
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Estonia,EST,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Ethiopia,ETH,42.91599614
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Faroe Islands,FRO,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Fiji,FJI,156.2663363
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Finland,FIN,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,France,FRA,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,French Polynesia,PYF,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Gabon,GAB,53.71958985
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,"Gambia, The",GMB,82.6512433
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Georgia,GEO,133.523794
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Germany,DEU,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Ghana,GHA,30.78191789
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Gibraltar,GIB,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Greece,GRC,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Greenland,GRL,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Grenada,GRD,131.0690908
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Guam,GUM,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Guatemala,GTM,23.72015113
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Guinea,GIN,45.4677635
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Guinea-Bissau,GNB,62.7356633
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Guyana,GUY,144.7031352
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Haiti,HTI,64.5001221
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Honduras,HND,46.94896452
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,"Hong Kong SAR, China",HKG,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Hungary,HUN,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Iceland,ISL,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,India,IND,1.910528509
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Indonesia,IDN,-2.327754983
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,"Iran, Islamic Rep.",IRN,2.537572249
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Iraq,IRQ,56.26867934
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Ireland,IRL,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Isle of Man,IMN,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Israel,ISR,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Italy,ITA,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Jamaica,JAM,43.09974934
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Japan,JPN,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Jordan,JOR,276.902974
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Kazakhstan,KAZ,2.938908981
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Kenya,KEN,61.83611693
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Kiribati,KIR,481.7699463
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,"Korea, Dem. People's Rep.",PRK,5.894532142
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,"Korea, Rep.",KOR,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Kosovo,XKX,193.0036647
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Kuwait,KWT,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Kyrgyz Republic,KGZ,69.50063372
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Lao PDR,LAO,88.08339291
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Latvia,LVA,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Lebanon,LBN,222.5138188
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Lesotho,LSO,68.68783815
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Liberia,LBR,120.9772639
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Libya,LBY,46.62666193
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Liechtenstein,LIE,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Lithuania,LTU,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Luxembourg,LUX,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,"Macao SAR, China",MAC,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,North Macedonia,MKD,68.05992876
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Madagascar,MDG,28.03816987
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Malawi,MWI,64.75045483
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Malaysia,MYS,0.187481669
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Maldives,MDV,135.7548763
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Mali,MLI,94.78114666
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Malta,MLT,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Marshall Islands,MHL,1122.110548
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Mauritania,MRT,91.07545238
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Mauritius,MUS,17.52374776
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Mexico,MEX,4.19978645
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,"Micronesia, Fed. Sts.",FSM,813.1024322
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Moldova,MDA,128.6735657
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Monaco,MCO,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Mongolia,MNG,97.52366197
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Montenegro,MNE,155.8450784
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Morocco,MAR,20.77936082
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Mozambique,MOZ,62.82609918
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Myanmar,MMR,38.4848495
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Namibia,NAM,59.49431782
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Nauru,NRU,5047.380326
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Nepal,NPL,47.56382767
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Netherlands,NLD,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,New Caledonia,NCL,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,New Zealand,NZL,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Nicaragua,NIC,59.46678051
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Niger,NER,63.93410583
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Nigeria,NGA,17.50227412
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Northern Mariana Islands,MNP,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Norway,NOR,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Oman,OMN,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Pakistan,PAK,10.02348862
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Palau,PLW,1385.478614
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Panama,PAN,16.82821354
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Papua New Guinea,PNG,76.04158234
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Paraguay,PRY,18.43671548
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Peru,PER,14.63836453
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Philippines,PHL,8.374105555
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Poland,POL,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Portugal,PRT,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Puerto Rico,PRI,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Qatar,QAT,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Romania,ROU,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Russian Federation,RUS,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Rwanda,RWA,94.33007239
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Samoa,WSM,627.7239741
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,San Marino,SMR,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Sao Tome and Principe,STP,238.8768969
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Saudi Arabia,SAU,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Senegal,SEN,88.60137035
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Serbia,SRB,82.17144736
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Seychelles,SYC,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Sierra Leone,SLE,76.10703449
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Singapore,SGP,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Sint Maarten (Dutch part),SXM,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Slovak Republic,SVK,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Slovenia,SVN,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Solomon Islands,SLB,334.2534787
